No,Brand,Nama barang,Isi per Dus,Isi per Kotak,Harga
922,PVC (SKT),"V.TEE 2"" X 1/2"" SKT",,,
923,PVC (SKT),"V.TEE 2"" X 3/4"" SKT",,,
924,PVC (SKT),"V.TEE 2"" X 1"" SKT",,,
925,PVC (SKT),"V.TEE 2"" X 1 1/4"" SKT",,,
926,PVC (SKT),"V.TEE 2"" X 1 1/2"" SKT",,,
927,PVC (SKT),"V.TEE 2 1/2"" X 1"" SKT",,,
928,PVC (SKT),"V.TEE 2 1/2"" X 1 1/2"" SKT",,,
929,PVC (SKT),"V.TEE 2 1/2"" X 2"" SKT",,,
930,PVC (SKT),"V.TEE 3"" X 1"" SKT",,,
931,PVC (SKT),"V.TEE 3"" X 1 1/2"" SKT",,,
932,PVC (SKT),"V.TEE 3"" X 2"" SKT",,,
933,PVC (SKT),"V.TEE 3"" X 2 1/2"" SKT",,,
934,PVC (SKT),"V.TEE 4"" X 1 1/2"" SKT",,,
935,PVC (SKT),"V.TEE 4"" X 2"" SKT",,,
936,PVC (SKT),"V.TEE 4"" X 2 1/2"" SKT",,,
937,PVC (SKT),"V.TEE 4"" X 3"" SKT",,,
938,PVC (SKT),"V.TEE 5"" X 3"" SKT",,,
939,PVC (SKT),"V.TEE 5"" X 4"" SKT",,,
940,PVC (SKT),"V.TEE 6"" X 3"" SKT",,,
941,PVC (SKT),"V.TEE 6"" X 4"" SKT",,,
942,PVC (SKT),"V.TEE 6"" X 5"" SKT",,,
943,PVC (SKT),"V.RING 3/4"" X 1/2"" SKT",,,
944,PVC (SKT),"V.RING 1"" X 1/2"" SKT",,,
945,PVC (SKT),"V.RING 1"" X 3/4"" SKT",,,
946,PVC (SKT),"SDD 3/4"" X 1/2"" SKT",,,
947,PVC (SKT),"SDD 1"" X 1/2"" SKT",,,
948,PVC (SKT),"SDD 1"" X 3/4"" SKT",,,
949,PVC (SKT),"SDL 3/4"" X 1/2"" SKT",,,
950,PVC (SKT),"SDL 1"" X 1/2"" SKT",,,
951,PVC (SKT),"SDL 1"" X 3/4"" SKT",,,
952,PVC (SKT),"KDD 3/4"" X 1/2"" SKT",,,
953,PVC (SKT),"KDD 1"" X 1/2"" SKT",,,
954,PVC (SKT),"KDD 1"" X 3/4"" SKT",,,
955,PVC (SKT),"C.O 3"" SKT",,,
956,PVC (SKT),"C.O 4"" SKT",,,
957,PVC (SKT),"TDD 1/2"" SKT",,,
958,PVC (SKT),"TDD 3/4"" SKT",,,
959,PVC (SKT),"KDD 1/2"" SKT",,,
960,PVC (SKT),"KDD 3/4"" SKT",,,
961,PVC (SKT),"KDD 1"" SKT",,,
962,PVC (SKT),"UNION SOCK 3/4"" SKT",,,
963,PVC (SKT),"UNION SOCK 1"" SKT",,,
964,PVC (SKT),"DOP DRAT 1/2"" SKT",,,
965,PVC (SKT),"DOP DRAT 3/4"" SKT",,,
966,PVC (SKT),"DOP DRAT 1"" SKT",,,
967,PVC VOSCAR (VC),"KNIE 1/2"" VC",,,
968,PVC VOSCAR (VC),"KNIE 3/4"" VC",,,
969,PVC VOSCAR (VC),"KNIE 1"" VC",,,
970,PVC VOSCAR (VC),"KNIE 1 1/4"" VC",,,
971,PVC VOSCAR (VC),"KNIE 1 1/2"" VC",,,
972,PVC VOSCAR (VC),"KNIE 2"" VC",,,
973,PVC VOSCAR (VC),"KNIE 2 1/2"" VC",,,
974,PVC VOSCAR (VC),"KNIE 3"" VC",,,
975,PVC VOSCAR (VC),"KNIE 4"" VC",,,
976,PVC VOSCAR (VC),"KNIE 5"" VC",,,
977,PVC VOSCAR (VC),"KNIE 6"" VC",,,
978,PVC VOSCAR (VC),"KNIE 8"" VC",,,
979,PVC VOSCAR (VC),"SOCK 1/2"" VC",,,
980,PVC VOSCAR (VC),"SOCK 3/4"" VC",,,
981,PVC VOSCAR (VC),"SOCK 1"" VC",,,
982,PVC VOSCAR (VC),"SOCK 1 1/4"" VC",,,
983,PVC VOSCAR (VC),"SOCK 1 1/2"" VC",,,
984,PVC VOSCAR (VC),"SOCK 2"" VC",,,
985,PVC VOSCAR (VC),"SOCK 2 1/2"" VC",,,
986,PVC VOSCAR (VC),"SOCK 3"" VC",,,
987,PVC VOSCAR (VC),"SOCK 4"" VC",,,
988,PVC VOSCAR (VC),"SOCK 5"" VC",,,
989,PVC VOSCAR (VC),"SOCK 6"" VC",,,
990,PVC VOSCAR (VC),"SOCK 8"" VC",,,
991,PVC VOSCAR (VC),"SOCK 10"" VC",,,
992,PVC VOSCAR (VC),"TEE 1/2"" VC",,,
993,PVC VOSCAR (VC),"TEE 3/4"" VC",,,
994,PVC VOSCAR (VC),"TEE 1"" VC",,,
995,PVC VOSCAR (VC),"TEE 1 1/4"" VC",,,
996,PVC VOSCAR (VC),"TEE 1 1/2"" VC",,,
997,PVC VOSCAR (VC),"TEE 2"" VC",,,
998,PVC VOSCAR (VC),"TEE 2 1/2"" VC",,,
999,PVC VOSCAR (VC),"TEE 3"" VC",,,
1000,PVC VOSCAR (VC),"TEE 4"" VC",,,
1001,PVC VOSCAR (VC),"TEE 5"" VC",,,
1002,PVC VOSCAR (VC),"TEE 6"" VC",,,
1003,PVC VOSCAR (VC),"SDL 1/2"" VC",,,
1004,PVC VOSCAR (VC),"SDL 3/4"" VC",,,
1005,PVC VOSCAR (VC),"SDL 1"" VC",,,
1006,PVC VOSCAR (VC),"SDL 1 1/4"" VC",,,
1007,PVC VOSCAR (VC),"SDL 1 1/2"" VC",,,
1008,PVC VOSCAR (VC),"SDL 2"" VC",,,
1009,PVC VOSCAR (VC),"SDL 2 1/2"" VC",,,
1010,PVC VOSCAR (VC),"SDL 3"" VC",,,
1011,PVC VOSCAR (VC),"SDL 4"" VC",,,
1012,PVC VOSCAR (VC),"SDD 1/2"" VC",,,
1013,PVC VOSCAR (VC),"SDD 3/4"" VC",,,
1014,PVC VOSCAR (VC),"SDD 1"" VC",,,
1015,PVC VOSCAR (VC),"SDD 1 1/4"" VC",,,
1016,PVC VOSCAR (VC),"SDD 1 1/2"" VC",,,
1017,PVC VOSCAR (VC),"SDD 2"" VC",,,
1018,PVC VOSCAR (VC),"SDD 2 1/2"" VC",,,
1019,PVC VOSCAR (VC),"SDD 3"" VC",,,
1020,PVC VOSCAR (VC),"SDD 4"" VC",,,
1021,PVC VOSCAR (VC),"DOP 1/2"" VC",,,
1022,PVC VOSCAR (VC),"DOP 3/4"" VC",,,
1023,PVC VOSCAR (VC),"DOP 1"" VC",,,
1024,PVC VOSCAR (VC),"DOP 1 1/4"" VC",,,
1025,PVC VOSCAR (VC),"DOP 1 1/2"" VC",,,
1026,PVC VOSCAR (VC),"DOP 2"" VC",,,
1027,PVC VOSCAR (VC),"DOP 2 1/2"" VC",,,
1028,PVC VOSCAR (VC),"DOP 3"" VC",,,
1029,PVC VOSCAR (VC),"DOP 4"" VC",,,
1030,PVC VOSCAR (VC),"DOP 5"" VC",,,
1031,PVC VOSCAR (VC),"DOP 6"" VC",,,
1032,PVC VOSCAR (VC),"DOP 8"" VC",,,
1033,PVC VOSCAR (VC),"DOP 10"" VC",,,
1034,PVC VOSCAR (VC),"PLUG 1/2"" VC",,,
1035,PVC VOSCAR (VC),"PLUG 3/4"" VC",,,
1036,PVC VOSCAR (VC),"PLUG 1"" VC",,,
1037,PVC VOSCAR (VC),"KENI 45 2"" VC",,,
1038,PVC VOSCAR (VC),"KENI 45 3"" VC",,,
1039,PVC VOSCAR (VC),"KENI 45 4"" VC",,,
1040,PVC VOSCAR (VC),"KENI 45 6"" VC",,,
1041,PVC VOSCAR (VC),"V.SOCK 3/4"" X 1/2"" VC",,,
1042,PVC VOSCAR (VC),"V.SOCK 1"" X 1/2"" VC",,,
1043,PVC VOSCAR (VC),"V.SOCK 1"" X 3/4"" VC",,,
1044,PVC VOSCAR (VC),"V.SOCK 1 1/4"" X 1/2"" VC",,,
1045,PVC VOSCAR (VC),"V.SOCK 1 1/4"" X 3/4"" VC",,,
1046,PVC VOSCAR (VC),"V.SOCK 1 1/4"" X 1"" VC",,,
1047,PVC VOSCAR (VC),"V.SOCK 1 1/2"" X 1/2"" VC",,,
1048,PVC VOSCAR (VC),"V.SOCK 1 1/2"" X 3/4"" VC",,,
1049,PVC VOSCAR (VC),"V.SOCK 1 1/2"" X 1"" VC",,,
1050,PVC VOSCAR (VC),"V.SOCK 1 1/2"" X 1 1/4"" VC",,,
1051,PVC VOSCAR (VC),"V.SOCK 2"" X 1/2"" VC",,,
1052,PVC VOSCAR (VC),"V.SOCK 2"" X 3/4"" VC",,,
1053,PVC VOSCAR (VC),"V.SOCK 2"" X 1"" VC",,,
1054,PVC VOSCAR (VC),"V.SOCK 2"" X 1 1/4"" VC",,,
1055,PVC VOSCAR (VC),"V.SOCK 2"" X 1 1/2"" VC",,,
1056,PVC VOSCAR (VC),"V.SOCK 2 1/2"" X 1"" VC",,,
1057,PVC VOSCAR (VC),"V.SOCK 2 1/2"" X 1 1/2"" VC",,,
1058,PVC VOSCAR (VC),"V.SOCK 2 1/2"" X 2"" VC",,,
1059,PVC VOSCAR (VC),"V.SOCK 3"" X 1"" VC",,,
1060,PVC VOSCAR (VC),"V.SOCK 3"" X 1 1/2"" VC",,,
1061,PVC VOSCAR (VC),"V.SOCK 3"" X 2"" VC",,,
1062,PVC VOSCAR (VC),"V.SOCK 3"" X 2 1/2"" VC",,,
1063,PVC VOSCAR (VC),"V.SOCK 4"" X 1 1/2"" VC",,,
1064,PVC VOSCAR (VC),"V.SOCK 4"" X 2"" VC",,,
1065,PVC VOSCAR (VC),"V.SOCK 4"" X 2 1/2"" VC",,,
1066,PVC VOSCAR (VC),"V.SOCK 4"" X 3"" VC",,,
1067,PVC VOSCAR (VC),"V.SOCK 5"" X 3"" VC",,,
1068,PVC VOSCAR (VC),"V.SOCK 5"" X 4"" VC",,,
1069,PVC VOSCAR (VC),"V.SOCK 6"" X 3"" VC",,,
1070,PVC VOSCAR (VC),"V.SOCK 6"" X 4"" VC",,,
1071,PVC VOSCAR (VC),"V.SOCK 6"" X 5"" VC",,,
1072,PVC VOSCAR (VC),"V.TEE 3/4"" X 1/2"" VC",,,
1073,PVC VOSCAR (VC),"V.TEE 1"" X 1/2"" VC",,,
1074,PVC VOSCAR (VC),"V.TEE 1"" X 3/4"" VC",,,
1075,PVC VOSCAR (VC),"V.TEE 1 1/4"" X 1/2"" VC",,,
1076,PVC VOSCAR (VC),"V.TEE 1 1/4"" X 3/4"" VC",,,
1077,PVC VOSCAR (VC),"V.TEE 1 1/4"" X 1"" VC",,,
1078,PVC VOSCAR (VC),"V.TEE 1 1/2"" X 1/2"" VC",,,
1079,PVC VOSCAR (VC),"V.TEE 1 1/2"" X 3/4"" VC",,,
1080,PVC VOSCAR (VC),"V.TEE 1 1/2"" X 1"" VC",,,
1081,PVC VOSCAR (VC),"V.TEE 1 1/2"" X 1 1/4"" VC",,,
1082,PVC VOSCAR (VC),"V.TEE 2"" X 1/2"" VC",,,
1083,PVC VOSCAR (VC),"V.TEE 2"" X 3/4"" VC",,,
1084,PVC VOSCAR (VC),"V.TEE 2"" X 1"" VC",,,
1085,PVC VOSCAR (VC),"V.TEE 2"" X 1 1/4"" VC",,,
1086,PVC VOSCAR (VC),"V.TEE 2"" X 1 1/2"" VC",,,
1087,PVC VOSCAR (VC),"V.TEE 2 1/2"" X 1"" VC",,,
1088,PVC VOSCAR (VC),"V.TEE 2 1/2"" X 1 1/2"" VC",,,
1089,PVC VOSCAR (VC),"V.TEE 2 1/2"" X 2"" VC",,,
1090,PVC VOSCAR (VC),"V.TEE 3"" X 1"" VC",,,
1091,PVC VOSCAR (VC),"V.TEE 3"" X 1 1/2"" VC",,,
1092,PVC VOSCAR (VC),"V.TEE 3"" X 2"" VC",,,
1093,PVC VOSCAR (VC),"V.TEE 3"" X 2 1/2"" VC",,,
1094,PVC VOSCAR (VC),"V.TEE 4"" X 1 1/2"" VC",,,
1095,PVC VOSCAR (VC),"V.TEE 4"" X 2"" VC",,,
1096,PVC VOSCAR (VC),"V.TEE 4"" X 2 1/2"" VC",,,
1097,PVC VOSCAR (VC),"V.TEE 4"" X 3"" VC",,,
1098,PVC VOSCAR (VC),"V.TEE 5"" X 3"" VC",,,
1099,PVC VOSCAR (VC),"V.TEE 5"" X 4"" VC",,,
1100,PVC VOSCAR (VC),"V.TEE 6"" X 3"" VC",,,
1101,PVC VOSCAR (VC),"V.TEE 6"" X 4"" VC",,,
1102,PVC VOSCAR (VC),"V.TEE 6"" X 5"" VC",,,
1103,PVC VOSCAR (VC),"V.RING 3/4"" X 1/2"" VC",,,
1104,PVC VOSCAR (VC),"V.RING 1"" X 1/2"" VC",,,
1105,PVC VOSCAR (VC),"V.RING 1"" X 3/4"" VC",,,
1106,PVC VOSCAR (VC),"SDD 3/4"" X 1/2"" VC",,,
1107,PVC VOSCAR (VC),"SDD 1"" X 1/2"" VC",,,
1108,PVC VOSCAR (VC),"SDD 1"" X 3/4"" VC",,,
1109,PVC VOSCAR (VC),"SDL 3/4"" X 1/2"" VC",,,
1110,PVC VOSCAR (VC),"SDL 1"" X 1/2"" VC",,,
1111,PVC VOSCAR (VC),"SDL 1"" X 3/4"" VC",,,
1112,PVC VOSCAR (VC),"KDD 3/4"" X 1/2"" VC",,,
1113,PVC VOSCAR (VC),"KDD 1"" X 1/2"" VC",,,
1114,PVC VOSCAR (VC),"KDD 1"" X 3/4"" VC",,,
1115,PVC VOSCAR (VC),"C.O 3"" VC",,,
1116,PVC VOSCAR (VC),"C.O 4"" VC",,,
1117,PVC VOSCAR (VC),"TDD 1/2"" VC",,,
1118,PVC VOSCAR (VC),"TDD 3/4"" VC",,,
1119,PVC VOSCAR (VC),"KDD 1/2"" VC",,,
1120,PVC VOSCAR (VC),"KDD 3/4"" VC",,,
1121,PVC VOSCAR (VC),"KDD 1"" VC",,,
1122,PVC VOSCAR (VC),"UNION SOCK 3/4"" VC",,,
1123,PVC VOSCAR (VC),"UNION SOCK 1"" VC",,,
1124,PVC VOSCAR (VC),"DOP DRAT 1/2"" VC",,,
1125,PVC VOSCAR (VC),"DOP DRAT 3/4"" VC",,,
1126,PVC VOSCAR (VC),"DOP DRAT 1"" VC",,,
1127,PVC LANGGENG (LG),"KNIE 1/2"" LG",,,
1128,PVC LANGGENG (LG),"KNIE 3/4"" LG",,,
1129,PVC LANGGENG (LG),"KNIE 1"" LG",,,
1130,PVC LANGGENG (LG),"KNIE 1 1/4"" LG",,,
1131,PVC LANGGENG (LG),"KNIE 1 1/2"" LG",,,
1132,PVC LANGGENG (LG),"KNIE 2"" LG",,,
1133,PVC LANGGENG (LG),"KNIE 2 1/2"" LG",,,
1134,PVC LANGGENG (LG),"KNIE 3"" LG",,,
1135,PVC LANGGENG (LG),"KNIE 4"" LG",,,
1136,PVC LANGGENG (LG),"KNIE 5"" LG",,,
1137,PVC LANGGENG (LG),"KNIE 6"" LG",,,
1138,PVC LANGGENG (LG),"KNIE 8"" LG",,,
1139,PVC LANGGENG (LG),"SOCK 1/2"" LG",,,
1140,PVC LANGGENG (LG),"SOCK 3/4"" LG",,,
1141,PVC LANGGENG (LG),"SOCK 1"" LG",,,
1142,PVC LANGGENG (LG),"SOCK 1 1/4"" LG",,,
1143,PVC LANGGENG (LG),"SOCK 1 1/2"" LG",,,
1144,PVC LANGGENG (LG),"SOCK 2"" LG",,,
1145,PVC LANGGENG (LG),"SOCK 2 1/2"" LG",,,
1146,PVC LANGGENG (LG),"SOCK 3"" LG",,,
1147,PVC LANGGENG (LG),"SOCK 4"" LG",,,
1148,PVC LANGGENG (LG),"SOCK 5"" LG",,,
1149,PVC LANGGENG (LG),"SOCK 6"" LG",,,
1150,PVC LANGGENG (LG),"SOCK 8"" LG",,,
1151,PVC LANGGENG (LG),"SOCK 10"" LG",,,
1152,PVC LANGGENG (LG),"TEE 1/2"" LG",,,
1153,PVC LANGGENG (LG),"TEE 3/4"" LG",,,
1154,PVC LANGGENG (LG),"TEE 1"" LG",,,
1155,PVC LANGGENG (LG),"TEE 1 1/4"" LG",,,
1156,PVC LANGGENG (LG),"TEE 1 1/2"" LG",,,
1157,PVC LANGGENG (LG),"TEE 2"" LG",,,
1158,PVC LANGGENG (LG),"TEE 2 1/2"" LG",,,
1159,PVC LANGGENG (LG),"TEE 3"" LG",,,
1160,PVC LANGGENG (LG),"TEE 4"" LG",,,
1161,PVC LANGGENG (LG),"TEE 5"" LG",,,
1162,PVC LANGGENG (LG),"TEE 6"" LG",,,
1163,PVC LANGGENG (LG),"SDL 1/2"" LG",,,
1164,PVC LANGGENG (LG),"SDL 3/4"" LG",,,
1165,PVC LANGGENG (LG),"SDL 1"" LG",,,
1166,PVC LANGGENG (LG),"SDL 1 1/4"" LG",,,
1167,PVC LANGGENG (LG),"SDL 1 1/2"" LG",,,
1168,PVC LANGGENG (LG),"SDL 2"" LG",,,
1169,PVC LANGGENG (LG),"SDL 2 1/2"" LG",,,
1170,PVC LANGGENG (LG),"SDL 3"" LG",,,
1171,PVC LANGGENG (LG),"SDL 4"" LG",,,
1172,PVC LANGGENG (LG),"SDD 1/2"" LG",,,
1173,PVC LANGGENG (LG),"SDD 3/4"" LG",,,
1174,PVC LANGGENG (LG),"SDD 1"" LG",,,
1175,PVC LANGGENG (LG),"SDD 1 1/4"" LG",,,
1176,PVC LANGGENG (LG),"SDD 1 1/2"" LG",,,
1177,PVC LANGGENG (LG),"SDD 2"" LG",,,
1178,PVC LANGGENG (LG),"SDD 2 1/2"" LG",,,
1179,PVC LANGGENG (LG),"SDD 3"" LG",,,
1180,PVC LANGGENG (LG),"SDD 4"" LG",,,
1181,PVC LANGGENG (LG),"DOP 1/2"" LG",,,
1182,PVC LANGGENG (LG),"DOP 3/4"" LG",,,
1183,PVC LANGGENG (LG),"DOP 1"" LG",,,
1184,PVC LANGGENG (LG),"DOP 1 1/4"" LG",,,
1185,PVC LANGGENG (LG),"DOP 1 1/2"" LG",,,
1186,PVC LANGGENG (LG),"DOP 2"" LG",,,
1187,PVC LANGGENG (LG),"DOP 2 1/2"" LG",,,
1188,PVC LANGGENG (LG),"DOP 3"" LG",,,
1189,PVC LANGGENG (LG),"DOP 4"" LG",,,
1190,PVC LANGGENG (LG),"DOP 5"" LG",,,
1191,PVC LANGGENG (LG),"DOP 6"" LG",,,
1192,PVC LANGGENG (LG),"DOP 8"" LG",,,
1193,PVC LANGGENG (LG),"DOP 10"" LG",,,
1194,PVC LANGGENG (LG),"PLUG 1/2"" LG",,,
1195,PVC LANGGENG (LG),"PLUG 3/4"" LG",,,
1196,PVC LANGGENG (LG),"PLUG 1"" LG",,,
1197,PVC LANGGENG (LG),"KENI 45 2"" LG",,,
1198,PVC LANGGENG (LG),"KENI 45 3"" LG",,,
1199,PVC LANGGENG (LG),"KENI 45 4"" LG",,,
1200,PVC LANGGENG (LG),"KENI 45 6"" LG",,,
1201,PVC LANGGENG (LG),"V.SOCK 3/4"" X 1/2"" LG",,,
1202,PVC LANGGENG (LG),"V.SOCK 1"" X 1/2"" LG",,,
1203,PVC LANGGENG (LG),"V.SOCK 1"" X 3/4"" LG",,,
1204,PVC LANGGENG (LG),"V.SOCK 1 1/4"" X 1/2"" LG",,,
1205,PVC LANGGENG (LG),"V.SOCK 1 1/4"" X 3/4"" LG",,,
1206,PVC LANGGENG (LG),"V.SOCK 1 1/4"" X 1"" LG",,,
1207,PVC LANGGENG (LG),"V.SOCK 1 1/2"" X 1/2"" LG",,,
1208,PVC LANGGENG (LG),"V.SOCK 1 1/2"" X 3/4"" LG",,,
1209,PVC LANGGENG (LG),"V.SOCK 1 1/2"" X 1"" LG",,,
1210,PVC LANGGENG (LG),"V.SOCK 1 1/2"" X 1 1/4"" LG",,,
1211,PVC LANGGENG (LG),"V.SOCK 2"" X 1/2"" LG",,,
1212,PVC LANGGENG (LG),"V.SOCK 2"" X 3/4"" LG",,,
1213,PVC LANGGENG (LG),"V.SOCK 2"" X 1"" LG",,,
1214,PVC LANGGENG (LG),"V.SOCK 2"" X 1 1/4"" LG",,,
1215,PVC LANGGENG (LG),"V.SOCK 2"" X 1 1/2"" LG",,,
1216,PVC LANGGENG (LG),"V.SOCK 2 1/2"" X 1"" LG",,,
1217,PVC LANGGENG (LG),"V.SOCK 2 1/2"" X 1 1/2"" LG",,,
1218,PVC LANGGENG (LG),"V.SOCK 2 1/2"" X 2"" LG",,,
1219,PVC LANGGENG (LG),"V.SOCK 3"" X 1"" LG",,,
1220,PVC LANGGENG (LG),"V.SOCK 3"" X 1 1/2"" LG",,,
1221,PVC LANGGENG (LG),"V.SOCK 3"" X 2"" LG",,,
1222,PVC LANGGENG (LG),"V.SOCK 3"" X 2 1/2"" LG",,,
1223,PVC LANGGENG (LG),"V.SOCK 4"" X 1 1/2"" LG",,,
1224,PVC LANGGENG (LG),"V.SOCK 4"" X 2"" LG",,,
1225,PVC LANGGENG (LG),"V.SOCK 4"" X 2 1/2"" LG",,,
1226,PVC LANGGENG (LG),"V.SOCK 4"" X 3"" LG",,,
1227,PVC LANGGENG (LG),"V.SOCK 5"" X 3"" LG",,,
1228,PVC LANGGENG (LG),"V.SOCK 5"" X 4"" LG",,,
1229,PVC LANGGENG (LG),"V.SOCK 6"" X 3"" LG",,,
1230,PVC LANGGENG (LG),"V.SOCK 6"" X 4"" LG",,,
1231,PVC LANGGENG (LG),"V.SOCK 6"" X 5"" LG",,,
1232,PVC LANGGENG (LG),"V.TEE 3/4"" X 1/2"" LG",,,
1233,PVC LANGGENG (LG),"V.TEE 1"" X 1/2"" LG",,,
1234,PVC LANGGENG (LG),"V.TEE 1"" X 3/4"" LG",,,
1235,PVC LANGGENG (LG),"V.TEE 1 1/4"" X 1/2"" LG",,,
1236,PVC LANGGENG (LG),"V.TEE 1 1/4"" X 3/4"" LG",,,
1237,PVC LANGGENG (LG),"V.TEE 1 1/4"" X 1"" LG",,,
1238,PVC LANGGENG (LG),"V.TEE 1 1/2"" X 1/2"" LG",,,
1239,PVC LANGGENG (LG),"V.TEE 1 1/2"" X 3/4"" LG",,,
1240,PVC LANGGENG (LG),"V.TEE 1 1/2"" X 1"" LG",,,
1241,PVC LANGGENG (LG),"V.TEE 1 1/2"" X 1 1/4"" LG",,,
1242,PVC LANGGENG (LG),"V.TEE 2"" X 1/2"" LG",,,
1243,PVC LANGGENG (LG),"V.TEE 2"" X 3/4"" LG",,,
1244,PVC LANGGENG (LG),"V.TEE 2"" X 1"" LG",,,
1245,PVC LANGGENG (LG),"V.TEE 2"" X 1 1/4"" LG",,,
1246,PVC LANGGENG (LG),"V.TEE 2"" X 1 1/2"" LG",,,
1247,PVC LANGGENG (LG),"V.TEE 2 1/2"" X 1"" LG",,,
1248,PVC LANGGENG (LG),"V.TEE 2 1/2"" X 1 1/2"" LG",,,
1249,PVC LANGGENG (LG),"V.TEE 2 1/2"" X 2"" LG",,,
1250,PVC LANGGENG (LG),"V.TEE 3"" X 1"" LG",,,
1251,PVC LANGGENG (LG),"V.TEE 3"" X 1 1/2"" LG",,,
1252,PVC LANGGENG (LG),"V.TEE 3"" X 2"" LG",,,
1253,PVC LANGGENG (LG),"V.TEE 3"" X 2 1/2"" LG",,,
1254,PVC LANGGENG (LG),"V.TEE 4"" X 1 1/2"" LG",,,
1255,PVC LANGGENG (LG),"V.TEE 4"" X 2"" LG",,,
1256,PVC LANGGENG (LG),"V.TEE 4"" X 2 1/2"" LG",,,
1257,PVC LANGGENG (LG),"V.TEE 4"" X 3"" LG",,,
1258,PVC LANGGENG (LG),"V.TEE 5"" X 3"" LG",,,
1259,PVC LANGGENG (LG),"V.TEE 5"" X 4"" LG",,,
1260,PVC LANGGENG (LG),"V.TEE 6"" X 3"" LG",,,
1261,PVC LANGGENG (LG),"V.TEE 6"" X 4"" LG",,,
1262,PVC LANGGENG (LG),"V.TEE 6"" X 5"" LG",,,
1263,PVC LANGGENG (LG),"V.RING 3/4"" X 1/2"" LG",,,
1264,PVC LANGGENG (LG),"V.RING 1"" X 1/2"" LG",,,
1265,PVC LANGGENG (LG),"V.RING 1"" X 3/4"" LG",,,
1266,PVC LANGGENG (LG),"SDD 3/4"" X 1/2"" LG",,,
1267,PVC LANGGENG (LG),"SDD 1"" X 1/2"" LG",,,
1268,PVC LANGGENG (LG),"SDD 1"" X 3/4"" LG",,,
1269,PVC LANGGENG (LG),"SDL 3/4"" X 1/2"" LG",,,
1270,PVC LANGGENG (LG),"SDL 1"" X 1/2"" LG",,,
1271,PVC LANGGENG (LG),"SDL 1"" X 3/4"" LG",,,
1272,PVC LANGGENG (LG),"KDD 3/4"" X 1/2"" LG",,,
1273,PVC LANGGENG (LG),"KDD 1"" X 1/2"" LG",,,
1274,PVC LANGGENG (LG),"KDD 1"" X 3/4"" LG",,,
1275,PVC LANGGENG (LG),"C.O 3"" LG",,,
1276,PVC LANGGENG (LG),"C.O 4"" LG",,,
1277,PVC LANGGENG (LG),"TDD 1/2"" LG",,,
1278,PVC LANGGENG (LG),"TDD 3/4"" LG",,,
1279,PVC LANGGENG (LG),"KDD 1/2"" LG",,,
1280,PVC LANGGENG (LG),"KDD 3/4"" LG",,,
1281,PVC LANGGENG (LG),"KDD 1"" LG",,,
1282,PVC LANGGENG (LG),"UNION SOCK 3/4"" LG",,,
1283,PVC LANGGENG (LG),"UNION SOCK 1"" LG",,,
1284,PVC LANGGENG (LG),"DOP DRAT 1/2"" LG",,,
1285,PVC LANGGENG (LG),"DOP DRAT 3/4"" LG",,,
1286,PVC LANGGENG (LG),"DOP DRAT 1"" LG",,,
1287,PVC MASPION (MA),"KNIE 1/2"" MA",,,
1288,PVC MASPION (MA),"KNIE 3/4"" MA",,,
1289,PVC MASPION (MA),"KNIE 1"" MA",,,
1290,PVC MASPION (MA),"KNIE 1 1/4"" MA",,,
1291,PVC MASPION (MA),"KNIE 1 1/2"" MA",,,
1292,PVC MASPION (MA),"KNIE 2"" MA",,,
1293,PVC MASPION (MA),"KNIE 2 1/2"" MA",,,
1294,PVC MASPION (MA),"KNIE 3"" MA",,,
1295,PVC MASPION (MA),"KNIE 4"" MA",,,
1296,PVC MASPION (MA),"KNIE 5"" MA",,,
1297,PVC MASPION (MA),"KNIE 6"" MA",,,
1298,PVC MASPION (MA),"KNIE 8"" MA",,,
1299,PVC MASPION (MA),"SOCK 1/2"" MA",,,
1300,PVC MASPION (MA),"SOCK 3/4"" MA",,,
1301,PVC MASPION (MA),"SOCK 1"" MA",,,
1302,PVC MASPION (MA),"SOCK 1 1/4"" MA",,,
1303,PVC MASPION (MA),"SOCK 1 1/2"" MA",,,
1304,PVC MASPION (MA),"SOCK 2"" MA",,,
1305,PVC MASPION (MA),"SOCK 2 1/2"" MA",,,
1306,PVC MASPION (MA),"SOCK 3"" MA",,,
1307,PVC MASPION (MA),"SOCK 4"" MA",,,
1308,PVC MASPION (MA),"SOCK 5"" MA",,,
1309,PVC MASPION (MA),"SOCK 6"" MA",,,
1310,PVC MASPION (MA),"SOCK 8"" MA",,,
1311,PVC MASPION (MA),"SOCK 10"" MA",,,
1312,PVC MASPION (MA),"TEE 1/2"" MA",,,
1313,PVC MASPION (MA),"TEE 3/4"" MA",,,
1314,PVC MASPION (MA),"TEE 1"" MA",,,
1315,PVC MASPION (MA),"TEE 1 1/4"" MA",,,
1316,PVC MASPION (MA),"TEE 1 1/2"" MA",,,
1317,PVC MASPION (MA),"TEE 2"" MA",,,
1318,PVC MASPION (MA),"TEE 2 1/2"" MA",,,
1319,PVC MASPION (MA),"TEE 3"" MA",,,
1320,PVC MASPION (MA),"TEE 4"" MA",,,
1321,PVC MASPION (MA),"TEE 5"" MA",,,
1322,PVC MASPION (MA),"TEE 6"" MA",,,
1323,PVC MASPION (MA),"SDL 1/2"" MA",,,
