No,Brand,Nama barang,Isi per Dus,Isi per Kotak,Harga
1324,PVC MASPION (MA),"SDL 3/4"" MA",,,
1325,PVC MASPION (MA),"SDL 1"" MA",,,
1326,PVC MASPION (MA),"SDL 1 1/4"" MA",,,
1327,PVC MASPION (MA),"SDL 1 1/2"" MA",,,
1328,PVC MASPION (MA),"SDL 2"" MA",,,
1329,PVC MASPION (MA),"SDL 2 1/2"" MA",,,
1330,PVC MASPION (MA),"SDL 3"" MA",,,
1331,PVC MASPION (MA),"SDL 4"" MA",,,
1332,PVC MASPION (MA),"SDD 1/2"" MA",,,
1333,PVC MASPION (MA),"SDD 3/4"" MA",,,
1334,PVC MASPION (MA),"SDD 1"" MA",,,
1335,PVC MASPION (MA),"SDD 1 1/4"" MA",,,
1336,PVC MASPION (MA),"SDD 1 1/2"" MA",,,
1337,PVC MASPION (MA),"SDD 2"" MA",,,
1338,PVC MASPION (MA),"SDD 2 1/2"" MA",,,
1339,PVC MASPION (MA),"SDD 3"" MA",,,
1340,PVC MASPION (MA),"SDD 4"" MA",,,
1341,PVC MASPION (MA),"DOP 1/2"" MA",,,
1342,PVC MASPION (MA),"DOP 3/4"" MA",,,
1343,PVC MASPION (MA),"DOP 1"" MA",,,
1344,PVC MASPION (MA),"DOP 1 1/4"" MA",,,
1345,PVC MASPION (MA),"DOP 1 1/2"" MA",,,
1346,PVC MASPION (MA),"DOP 2"" MA",,,
1347,PVC MASPION (MA),"DOP 2 1/2"" MA",,,
1348,PVC MASPION (MA),"DOP 3"" MA",,,
1349,PVC MASPION (MA),"DOP 4"" MA",,,
1350,PVC MASPION (MA),"DOP 5"" MA",,,
1351,PVC MASPION (MA),"DOP 6"" MA",,,
1352,PVC MASPION (MA),"DOP 8"" MA",,,
1353,PVC MASPION (MA),"DOP 10"" MA",,,
1354,PVC MASPION (MA),"PLUG 1/2"" MA",,,
1355,PVC MASPION (MA),"PLUG 3/4"" MA",,,
1356,PVC MASPION (MA),"PLUG 1"" MA",,,
1357,PVC MASPION (MA),"KENI 45 2"" MA",,,
1358,PVC MASPION (MA),"KENI 45 3"" MA",,,
1359,PVC MASPION (MA),"KENI 45 4"" MA",,,
1360,PVC MASPION (MA),"KENI 45 6"" MA",,,
1361,PVC MASPION (MA),"V.SOCK 3/4"" X 1/2"" MA",,,
1362,PVC MASPION (MA),"V.SOCK 1"" X 1/2"" MA",,,
1363,PVC MASPION (MA),"V.SOCK 1"" X 3/4"" MA",,,
1364,PVC MASPION (MA),"V.SOCK 1 1/4"" X 1/2"" MA",,,
1365,PVC MASPION (MA),"V.SOCK 1 1/4"" X 3/4"" MA",,,
1366,PVC MASPION (MA),"V.SOCK 1 1/4"" X 1"" MA",,,
1367,PVC MASPION (MA),"V.SOCK 1 1/2"" X 1/2"" MA",,,
1368,PVC MASPION (MA),"V.SOCK 1 1/2"" X 3/4"" MA",,,
1369,PVC MASPION (MA),"V.SOCK 1 1/2"" X 1"" MA",,,
1370,PVC MASPION (MA),"V.SOCK 1 1/2"" X 1 1/4"" MA",,,
1371,PVC MASPION (MA),"V.SOCK 2"" X 1/2"" MA",,,
1372,PVC MASPION (MA),"V.SOCK 2"" X 3/4"" MA",,,
1373,PVC MASPION (MA),"V.SOCK 2"" X 1"" MA",,,
1374,PVC MASPION (MA),"V.SOCK 2"" X 1 1/4"" MA",,,
1375,PVC MASPION (MA),"V.SOCK 2"" X 1 1/2"" MA",,,
1376,PVC MASPION (MA),"V.SOCK 2 1/2"" X 1"" MA",,,
1377,PVC MASPION (MA),"V.SOCK 2 1/2"" X 1 1/2"" MA",,,
1378,PVC MASPION (MA),"V.SOCK 2 1/2"" X 2"" MA",,,
1379,PVC MASPION (MA),"V.SOCK 3"" X 1"" MA",,,
1380,PVC MASPION (MA),"V.SOCK 3"" X 1 1/2"" MA",,,
1381,PVC MASPION (MA),"V.SOCK 3"" X 2"" MA",,,
1382,PVC MASPION (MA),"V.SOCK 3"" X 2 1/2"" MA",,,
1383,PVC MASPION (MA),"V.SOCK 4"" X 1 1/2"" MA",,,
1384,PVC MASPION (MA),"V.SOCK 4"" X 2"" MA",,,
1385,PVC MASPION (MA),"V.SOCK 4"" X 2 1/2"" MA",,,
1386,PVC MASPION (MA),"V.SOCK 4"" X 3"" MA",,,
1387,PVC MASPION (MA),"V.SOCK 5"" X 3"" MA",,,
1388,PVC MASPION (MA),"V.SOCK 5"" X 4"" MA",,,
1389,PVC MASPION (MA),"V.SOCK 6"" X 3"" MA",,,
1390,PVC MASPION (MA),"V.SOCK 6"" X 4"" MA",,,
1391,PVC MASPION (MA),"V.SOCK 6"" X 5"" MA",,,
1392,PVC MASPION (MA),"V.TEE 3/4"" X 1/2"" MA",,,
1393,PVC MASPION (MA),"V.TEE 1"" X 1/2"" MA",,,
1394,PVC MASPION (MA),"V.TEE 1"" X 3/4"" MA",,,
1395,PVC MASPION (MA),"V.TEE 1 1/4"" X 1/2"" MA",,,
1396,PVC MASPION (MA),"V.TEE 1 1/4"" X 3/4"" MA",,,
1397,PVC MASPION (MA),"V.TEE 1 1/4"" X 1"" MA",,,
1398,PVC MASPION (MA),"V.TEE 1 1/2"" X 1/2"" MA",,,
1399,PVC MASPION (MA),"V.TEE 1 1/2"" X 3/4"" MA",,,
1400,PVC MASPION (MA),"V.TEE 1 1/2"" X 1"" MA",,,
1401,PVC MASPION (MA),"V.TEE 1 1/2"" X 1 1/4"" MA",,,
1402,PVC MASPION (MA),"V.TEE 2"" X 1/2"" MA",,,
1403,PVC MASPION (MA),"V.TEE 2"" X 3/4"" MA",,,
1404,PVC MASPION (MA),"V.TEE 2"" X 1"" MA",,,
1405,PVC MASPION (MA),"V.TEE 2"" X 1 1/4"" MA",,,
1406,PVC MASPION (MA),"V.TEE 2"" X 1 1/2"" MA",,,
1407,PVC MASPION (MA),"V.TEE 2 1/2"" X 1"" MA",,,
1408,PVC MASPION (MA),"V.TEE 2 1/2"" X 1 1/2"" MA",,,
1409,PVC MASPION (MA),"V.TEE 2 1/2"" X 2"" MA",,,
1410,PVC MASPION (MA),"V.TEE 3"" X 1"" MA",,,
1411,PVC MASPION (MA),"V.TEE 3"" X 1 1/2"" MA",,,
1412,PVC MASPION (MA),"V.TEE 3"" X 2"" MA",,,
1413,PVC MASPION (MA),"V.TEE 3"" X 2 1/2"" MA",,,
1414,PVC MASPION (MA),"V.TEE 4"" X 1 1/2"" MA",,,
1415,PVC MASPION (MA),"V.TEE 4"" X 2"" MA",,,
1416,PVC MASPION (MA),"V.TEE 4"" X 2 1/2"" MA",,,
1417,PVC MASPION (MA),"V.TEE 4"" X 3"" MA",,,
1418,PVC MASPION (MA),"V.TEE 5"" X 3"" MA",,,
1419,PVC MASPION (MA),"V.TEE 5"" X 4"" MA",,,
1420,PVC MASPION (MA),"V.TEE 6"" X 3"" MA",,,
1421,PVC MASPION (MA),"V.TEE 6"" X 4"" MA",,,
1422,PVC MASPION (MA),"V.TEE 6"" X 5"" MA",,,
1423,PVC MASPION (MA),"V.RING 3/4"" X 1/2"" MA",,,
1424,PVC MASPION (MA),"V.RING 1"" X 1/2"" MA",,,
1425,PVC MASPION (MA),"V.RING 1"" X 3/4"" MA",,,
1426,PVC MASPION (MA),"SDD 3/4"" X 1/2"" MA",,,
1427,PVC MASPION (MA),"SDD 1"" X 1/2"" MA",,,
1428,PVC MASPION (MA),"SDD 1"" X 3/4"" MA",,,
1429,PVC MASPION (MA),"SDL 3/4"" X 1/2"" MA",,,
1430,PVC MASPION (MA),"SDL 1"" X 1/2"" MA",,,
1431,PVC MASPION (MA),"SDL 1"" X 3/4"" MA",,,
1432,PVC MASPION (MA),"KDD 3/4"" X 1/2"" MA",,,
1433,PVC MASPION (MA),"KDD 1"" X 1/2"" MA",,,
1434,PVC MASPION (MA),"KDD 1"" X 3/4"" MA",,,
1435,PVC MASPION (MA),"C.O 3"" MA",,,
1436,PVC MASPION (MA),"C.O 4"" MA",,,
1437,PVC MASPION (MA),"TDD 1/2"" MA",,,
1438,PVC MASPION (MA),"TDD 3/4"" MA",,,
1439,PVC MASPION (MA),"KDD 1/2"" MA",,,
1440,PVC MASPION (MA),"KDD 3/4"" MA",,,
1441,PVC MASPION (MA),"KDD 1"" MA",,,
1442,PVC MASPION (MA),"UNION SOCK 3/4"" MA",,,
1443,PVC MASPION (MA),"UNION SOCK 1"" MA",,,
1444,PVC MASPION (MA),"DOP DRAT 1/2"" MA",,,
1445,PVC MASPION (MA),"DOP DRAT 3/4"" MA",,,
1446,PVC MASPION (MA),"DOP DRAT 1"" MA",,,
1447,PVC PIPAMAS (PI),"KNIE 1/2"" PI",,,
1448,PVC PIPAMAS (PI),"KNIE 3/4"" PI",,,
1449,PVC PIPAMAS (PI),"KNIE 1"" PI",,,
1450,PVC PIPAMAS (PI),"KNIE 1 1/4"" PI",,,
1451,PVC PIPAMAS (PI),"KNIE 1 1/2"" PI",,,
1452,PVC PIPAMAS (PI),"KNIE 2"" PI",,,
1453,PVC PIPAMAS (PI),"KNIE 2 1/2"" PI",,,
1454,PVC PIPAMAS (PI),"KNIE 3"" PI",,,
1455,PVC PIPAMAS (PI),"KNIE 4"" PI",,,
1456,PVC PIPAMAS (PI),"KNIE 5"" PI",,,
1457,PVC PIPAMAS (PI),"KNIE 6"" PI",,,
1458,PVC PIPAMAS (PI),"KNIE 8"" PI",,,
1459,PVC PIPAMAS (PI),"SOCK 1/2"" PI",,,
1460,PVC PIPAMAS (PI),"SOCK 3/4"" PI",,,
1461,PVC PIPAMAS (PI),"SOCK 1"" PI",,,
1462,PVC PIPAMAS (PI),"SOCK 1 1/4"" PI",,,
1463,PVC PIPAMAS (PI),"SOCK 1 1/2"" PI",,,
1464,PVC PIPAMAS (PI),"SOCK 2"" PI",,,
1465,PVC PIPAMAS (PI),"SOCK 2 1/2"" PI",,,
1466,PVC PIPAMAS (PI),"SOCK 3"" PI",,,
1467,PVC PIPAMAS (PI),"SOCK 4"" PI",,,
1468,PVC PIPAMAS (PI),"SOCK 5"" PI",,,
1469,PVC PIPAMAS (PI),"SOCK 6"" PI",,,
1470,PVC PIPAMAS (PI),"SOCK 8"" PI",,,
1471,PVC PIPAMAS (PI),"SOCK 10"" PI",,,
1472,PVC PIPAMAS (PI),"TEE 1/2"" PI",,,
1473,PVC PIPAMAS (PI),"TEE 3/4"" PI",,,
1474,PVC PIPAMAS (PI),"TEE 1"" PI",,,
1475,PVC PIPAMAS (PI),"TEE 1 1/4"" PI",,,
1476,PVC PIPAMAS (PI),"TEE 1 1/2"" PI",,,
1477,PVC PIPAMAS (PI),"TEE 2"" PI",,,
1478,PVC PIPAMAS (PI),"TEE 2 1/2"" PI",,,
1479,PVC PIPAMAS (PI),"TEE 3"" PI",,,
1480,PVC PIPAMAS (PI),"TEE 4"" PI",,,
1481,PVC PIPAMAS (PI),"TEE 5"" PI",,,
1482,PVC PIPAMAS (PI),"TEE 6"" PI",,,
1483,PVC PIPAMAS (PI),"SDL 1/2"" PI",,,
1484,PVC PIPAMAS (PI),"SDL 3/4"" PI",,,
1485,PVC PIPAMAS (PI),"SDL 1"" PI",,,
1486,PVC PIPAMAS (PI),"SDL 1 1/4"" PI",,,
1487,PVC PIPAMAS (PI),"SDL 1 1/2"" PI",,,
1488,PVC PIPAMAS (PI),"SDL 2"" PI",,,
1489,PVC PIPAMAS (PI),"SDL 2 1/2"" PI",,,
1490,PVC PIPAMAS (PI),"SDL 3"" PI",,,
1491,PVC PIPAMAS (PI),"SDL 4"" PI",,,
1492,PVC PIPAMAS (PI),"SDD 1/2"" PI",,,
1493,PVC PIPAMAS (PI),"SDD 3/4"" PI",,,
1494,PVC PIPAMAS (PI),"SDD 1"" PI",,,
1495,PVC PIPAMAS (PI),"SDD 1 1/4"" PI",,,
1496,PVC PIPAMAS (PI),"SDD 1 1/2"" PI",,,
1497,PVC PIPAMAS (PI),"SDD 2"" PI",,,
1498,PVC PIPAMAS (PI),"SDD 2 1/2"" PI",,,
1499,PVC PIPAMAS (PI),"SDD 3"" PI",,,
1500,PVC PIPAMAS (PI),"SDD 4"" PI",,,
1501,PVC PIPAMAS (PI),"DOP 1/2"" PI",,,
1502,PVC PIPAMAS (PI),"DOP 3/4"" PI",,,
1503,PVC PIPAMAS (PI),"DOP 1"" PI",,,
1504,PVC PIPAMAS (PI),"DOP 1 1/4"" PI",,,
1505,PVC PIPAMAS (PI),"DOP 1 1/2"" PI",,,
1506,PVC PIPAMAS (PI),"DOP 2"" PI",,,
1507,PVC PIPAMAS (PI),"DOP 2 1/2"" PI",,,
1508,PVC PIPAMAS (PI),"DOP 3"" PI",,,
1509,PVC PIPAMAS (PI),"DOP 4"" PI",,,
1510,PVC PIPAMAS (PI),"DOP 5"" PI",,,
1511,PVC PIPAMAS (PI),"DOP 6"" PI",,,
1512,PVC PIPAMAS (PI),"DOP 8"" PI",,,
1513,PVC PIPAMAS (PI),"DOP 10"" PI",,,
1514,PVC PIPAMAS (PI),"PLUG 1/2"" PI",,,
1515,PVC PIPAMAS (PI),"PLUG 3/4"" PI",,,
1516,PVC PIPAMAS (PI),"PLUG 1"" PI",,,
1517,PVC PIPAMAS (PI),"KENI 45 2"" PI",,,
1518,PVC PIPAMAS (PI),"KENI 45 3"" PI",,,
1519,PVC PIPAMAS (PI),"KENI 45 4"" PI",,,
1520,PVC PIPAMAS (PI),"KENI 45 6"" PI",,,
1521,PVC PIPAMAS (PI),"V.SOCK 3/4"" X 1/2"" PI",,,
1522,PVC PIPAMAS (PI),"V.SOCK 1"" X 1/2"" PI",,,
1523,PVC PIPAMAS (PI),"V.SOCK 1"" X 3/4"" PI",,,
1524,PVC PIPAMAS (PI),"V.SOCK 1 1/4"" X 1/2"" PI",,,
1525,PVC PIPAMAS (PI),"V.SOCK 1 1/4"" X 3/4"" PI",,,
1526,PVC PIPAMAS (PI),"V.SOCK 1 1/4"" X 1"" PI",,,
1527,PVC PIPAMAS (PI),"V.SOCK 1 1/2"" X 1/2"" PI",,,
1528,PVC PIPAMAS (PI),"V.SOCK 1 1/2"" X 3/4"" PI",,,
1529,PVC PIPAMAS (PI),"V.SOCK 1 1/2"" X 1"" PI",,,
1530,PVC PIPAMAS (PI),"V.SOCK 1 1/2"" X 1 1/4"" PI",,,
1531,PVC PIPAMAS (PI),"V.SOCK 2"" X 1/2"" PI",,,
1532,PVC PIPAMAS (PI),"V.SOCK 2"" X 3/4"" PI",,,
1533,PVC PIPAMAS (PI),"V.SOCK 2"" X 1"" PI",,,
1534,PVC PIPAMAS (PI),"V.SOCK 2"" X 1 1/4"" PI",,,
1535,PVC PIPAMAS (PI),"V.SOCK 2"" X 1 1/2"" PI",,,
1536,PVC PIPAMAS (PI),"V.SOCK 2 1/2"" X 1"" PI",,,
1537,PVC PIPAMAS (PI),"V.SOCK 2 1/2"" X 1 1/2"" PI",,,
1538,PVC PIPAMAS (PI),"V.SOCK 2 1/2"" X 2"" PI",,,
1539,PVC PIPAMAS (PI),"V.SOCK 3"" X 1"" PI",,,
1540,PVC PIPAMAS (PI),"V.SOCK 3"" X 1 1/2"" PI",,,
1541,PVC PIPAMAS (PI),"V.SOCK 3"" X 2"" PI",,,
1542,PVC PIPAMAS (PI),"V.SOCK 3"" X 2 1/2"" PI",,,
1543,PVC PIPAMAS (PI),"V.SOCK 4"" X 1 1/2"" PI",,,
1544,PVC PIPAMAS (PI),"V.SOCK 4"" X 2"" PI",,,
1545,PVC PIPAMAS (PI),"V.SOCK 4"" X 2 1/2"" PI",,,
1546,PVC PIPAMAS (PI),"V.SOCK 4"" X 3"" PI",,,
1547,PVC PIPAMAS (PI),"V.SOCK 5"" X 3"" PI",,,
1548,PVC PIPAMAS (PI),"V.SOCK 5"" X 4"" PI",,,
1549,PVC PIPAMAS (PI),"V.SOCK 6"" X 3"" PI",,,
1550,PVC PIPAMAS (PI),"V.SOCK 6"" X 4"" PI",,,
1551,PVC PIPAMAS (PI),"V.SOCK 6"" X 5"" PI",,,
1552,PVC PIPAMAS (PI),"V.TEE 3/4"" X 1/2"" PI",,,
1553,PVC PIPAMAS (PI),"V.TEE 1"" X 1/2"" PI",,,
1554,PVC PIPAMAS (PI),"V.TEE 1"" X 3/4"" PI",,,
1555,PVC PIPAMAS (PI),"V.TEE 1 1/4"" X 1/2"" PI",,,
1556,PVC PIPAMAS (PI),"V.TEE 1 1/4"" X 3/4"" PI",,,
1557,PVC PIPAMAS (PI),"V.TEE 1 1/4"" X 1"" PI",,,
1558,PVC PIPAMAS (PI),"V.TEE 1 1/2"" X 1/2"" PI",,,
1559,PVC PIPAMAS (PI),"V.TEE 1 1/2"" X 3/4"" PI",,,
1560,PVC PIPAMAS (PI),"V.TEE 1 1/2"" X 1"" PI",,,
1561,PVC PIPAMAS (PI),"V.TEE 1 1/2"" X 1 1/4"" PI",,,
1562,PVC PIPAMAS (PI),"V.TEE 2"" X 1/2"" PI",,,
1563,PVC PIPAMAS (PI),"V.TEE 2"" X 3/4"" PI",,,
1564,PVC PIPAMAS (PI),"V.TEE 2"" X 1"" PI",,,
1565,PVC PIPAMAS (PI),"V.TEE 2"" X 1 1/4"" PI",,,
1566,PVC PIPAMAS (PI),"V.TEE 2"" X 1 1/2"" PI",,,
1567,PVC PIPAMAS (PI),"V.TEE 2 1/2"" X 1"" PI",,,
1568,PVC PIPAMAS (PI),"V.TEE 2 1/2"" X 1 1/2"" PI",,,
1569,PVC PIPAMAS (PI),"V.TEE 2 1/2"" X 2"" PI",,,
1570,PVC PIPAMAS (PI),"V.TEE 3"" X 1"" PI",,,
1571,PVC PIPAMAS (PI),"V.TEE 3"" X 1 1/2"" PI",,,
1572,PVC PIPAMAS (PI),"V.TEE 3"" X 2"" PI",,,
1573,PVC PIPAMAS (PI),"V.TEE 3"" X 2 1/2"" PI",,,
1574,PVC PIPAMAS (PI),"V.TEE 4"" X 1 1/2"" PI",,,
1575,PVC PIPAMAS (PI),"V.TEE 4"" X 2"" PI",,,
1576,PVC PIPAMAS (PI),"V.TEE 4"" X 2 1/2"" PI",,,
1577,PVC PIPAMAS (PI),"V.TEE 4"" X 3"" PI",,,
1578,PVC PIPAMAS (PI),"V.TEE 5"" X 3"" PI",,,
1579,PVC PIPAMAS (PI),"V.TEE 5"" X 4"" PI",,,
1580,PVC PIPAMAS (PI),"V.TEE 6"" X 3"" PI",,,
1581,PVC PIPAMAS (PI),"V.TEE 6"" X 4"" PI",,,
1582,PVC PIPAMAS (PI),"V.TEE 6"" X 5"" PI",,,
1583,PVC PIPAMAS (PI),"V.RING 3/4"" X 1/2"" PI",,,
1584,PVC PIPAMAS (PI),"V.RING 1"" X 1/2"" PI",,,
1585,PVC PIPAMAS (PI),"V.RING 1"" X 3/4"" PI",,,
1586,PVC PIPAMAS (PI),"SDD 3/4"" X 1/2"" PI",,,
1587,PVC PIPAMAS (PI),"SDD 1"" X 1/2"" PI",,,
1588,PVC PIPAMAS (PI),"SDD 1"" X 3/4"" PI",,,
1589,PVC PIPAMAS (PI),"SDL 3/4"" X 1/2"" PI",,,
1590,PVC PIPAMAS (PI),"SDL 1"" X 1/2"" PI",,,
1591,PVC PIPAMAS (PI),"SDL 1"" X 3/4"" PI",,,
1592,PVC PIPAMAS (PI),"KDD 3/4"" X 1/2"" PI",,,
1593,PVC PIPAMAS (PI),"KDD 1"" X 1/2"" PI",,,
1594,PVC PIPAMAS (PI),"KDD 1"" X 3/4"" PI",,,
1595,PVC PIPAMAS (PI),"C.O 3"" PI",,,
1596,PVC PIPAMAS (PI),"C.O 4"" PI",,,
1597,PVC PIPAMAS (PI),"TDD 1/2"" PI",,,
1598,PVC PIPAMAS (PI),"TDD 3/4"" PI",,,
1599,PVC PIPAMAS (PI),"KDD 1/2"" PI",,,
1600,PVC PIPAMAS (PI),"KDD 3/4"" PI",,,
1601,PVC PIPAMAS (PI),"KDD 1"" PI",,,
1602,PVC PIPAMAS (PI),"UNION SOCK 3/4"" PI",,,
1603,PVC PIPAMAS (PI),"UNION SOCK 1"" PI",,,
1604,PVC PIPAMAS (PI),"DOP DRAT 1/2"" PI",,,
1605,PVC PIPAMAS (PI),"DOP DRAT 3/4"" PI",,,
1606,PVC PIPAMAS (PI),"DOP DRAT 1"" PI",,,
1607,PVC TAIWAN (TW),"KNIE 1/2"" TW",,,
1608,PVC TAIWAN (TW),"KNIE 3/4"" TW",,,
1609,PVC TAIWAN (TW),"KNIE 1"" TW",,,
1610,PVC TAIWAN (TW),"KNIE 1 1/4"" TW",,,
1611,PVC TAIWAN (TW),"KNIE 1 1/2"" TW",,,
1612,PVC TAIWAN (TW),"KNIE 2"" TW",,,
1613,PVC TAIWAN (TW),"KNIE 2 1/2"" TW",,,
1614,PVC TAIWAN (TW),"KNIE 3"" TW",,,
1615,PVC TAIWAN (TW),"KNIE 4"" TW",,,
1616,PVC TAIWAN (TW),"KNIE 5"" TW",,,
1617,PVC TAIWAN (TW),"KNIE 6"" TW",,,
1618,PVC TAIWAN (TW),"KNIE 8"" TW",,,
1619,PVC TAIWAN (TW),"SOCK 1/2"" TW",,,
1620,PVC TAIWAN (TW),"SOCK 3/4"" TW",,,
1621,PVC TAIWAN (TW),"SOCK 1"" TW",,,
1622,PVC TAIWAN (TW),"SOCK 1 1/4"" TW",,,
1623,PVC TAIWAN (TW),"SOCK 1 1/2"" TW",,,
1624,PVC TAIWAN (TW),"SOCK 2"" TW",,,
1625,PVC TAIWAN (TW),"SOCK 2 1/2"" TW",,,
1626,PVC TAIWAN (TW),"SOCK 3"" TW",,,
1627,PVC TAIWAN (TW),"SOCK 4"" TW",,,
1628,PVC TAIWAN (TW),"SOCK 5"" TW",,,
1629,PVC TAIWAN (TW),"SOCK 6"" TW",,,
1630,PVC TAIWAN (TW),"SOCK 8"" TW",,,
1631,PVC TAIWAN (TW),"SOCK 10"" TW",,,
1632,PVC TAIWAN (TW),"TEE 1/2"" TW",,,
1633,PVC TAIWAN (TW),"TEE 3/4"" TW",,,
1634,PVC TAIWAN (TW),"TEE 1"" TW",,,
1635,PVC TAIWAN (TW),"TEE 1 1/4"" TW",,,
1636,PVC TAIWAN (TW),"TEE 1 1/2"" TW",,,
1637,PVC TAIWAN (TW),"TEE 2"" TW",,,
1638,PVC TAIWAN (TW),"TEE 2 1/2"" TW",,,
1639,PVC TAIWAN (TW),"TEE 3"" TW",,,
1640,PVC TAIWAN (TW),"TEE 4"" TW",,,
1641,PVC TAIWAN (TW),"TEE 5"" TW",,,
1642,PVC TAIWAN (TW),"TEE 6"" TW",,,
1643,PVC TAIWAN (TW),"SDL 1/2"" TW",,,
1644,PVC TAIWAN (TW),"SDL 3/4"" TW",,,
1645,PVC TAIWAN (TW),"SDL 1"" TW",,,
1646,PVC TAIWAN (TW),"SDL 1 1/4"" TW",,,
1647,PVC TAIWAN (TW),"SDL 1 1/2"" TW",,,
1648,PVC TAIWAN (TW),"SDL 2"" TW",,,
1649,PVC TAIWAN (TW),"SDL 2 1/2"" TW",,,
1650,PVC TAIWAN (TW),"SDL 3"" TW",,,
1651,PVC TAIWAN (TW),"SDL 4"" TW",,,
1652,PVC TAIWAN (TW),"SDD 1/2"" TW",,,
1653,PVC TAIWAN (TW),"SDD 3/4"" TW",,,
1654,PVC TAIWAN (TW),"SDD 1"" TW",,,
1655,PVC TAIWAN (TW),"SDD 1 1/4"" TW",,,
1656,PVC TAIWAN (TW),"SDD 1 1/2"" TW",,,
1657,PVC TAIWAN (TW),"SDD 2"" TW",,,
1658,PVC TAIWAN (TW),"SDD 2 1/2"" TW",,,
1659,PVC TAIWAN (TW),"SDD 3"" TW",,,
1660,PVC TAIWAN (TW),"SDD 4"" TW",,,
1661,PVC TAIWAN (TW),"DOP 1/2"" TW",,,
1662,PVC TAIWAN (TW),"DOP 3/4"" TW",,,
1663,PVC TAIWAN (TW),"DOP 1"" TW",,,
1664,PVC TAIWAN (TW),"DOP 1 1/4"" TW",,,
1665,PVC TAIWAN (TW),"DOP 1 1/2"" TW",,,
1666,PVC TAIWAN (TW),"DOP 2"" TW",,,
1667,PVC TAIWAN (TW),"DOP 2 1/2"" TW",,,
1668,PVC TAIWAN (TW),"DOP 3"" TW",,,
1669,PVC TAIWAN (TW),"DOP 4"" TW",,,
1670,PVC TAIWAN (TW),"DOP 5"" TW",,,
1671,PVC TAIWAN (TW),"DOP 6"" TW",,,
1672,PVC TAIWAN (TW),"DOP 8"" TW",,,
1673,PVC TAIWAN (TW),"DOP 10"" TW",,,
1674,PVC TAIWAN (TW),"PLUG 1/2"" TW",,,
1675,PVC TAIWAN (TW),"PLUG 3/4"" TW",,,
1676,PVC TAIWAN (TW),"PLUG 1"" TW",,,
1677,PVC TAIWAN (TW),"KENI 45 2"" TW",,,
1678,PVC TAIWAN (TW),"KENI 45 3"" TW",,,
1679,PVC TAIWAN (TW),"KENI 45 4"" TW",,,
1680,PVC TAIWAN (TW),"KENI 45 6"" TW",,,
1681,PVC TAIWAN (TW),"V.SOCK 3/4"" X 1/2"" TW",,,
1682,PVC TAIWAN (TW),"V.SOCK 1"" X 1/2"" TW",,,
1683,PVC TAIWAN (TW),"V.SOCK 1"" X 3/4"" TW",,,
1684,PVC TAIWAN (TW),"V.SOCK 1 1/4"" X 1/2"" TW",,,
1685,PVC TAIWAN (TW),"V.SOCK 1 1/4"" X 3/4"" TW",,,
1686,PVC TAIWAN (TW),"V.SOCK 1 1/4"" X 1"" TW",,,
1687,PVC TAIWAN (TW),"V.SOCK 1 1/2"" X 1/2"" TW",,,
1688,PVC TAIWAN (TW),"V.SOCK 1 1/2"" X 3/4"" TW",,,
1689,PVC TAIWAN (TW),"V.SOCK 1 1/2"" X 1"" TW",,,
1690,PVC TAIWAN (TW),"V.SOCK 1 1/2"" X 1 1/4"" TW",,,
1691,PVC TAIWAN (TW),"V.SOCK 2"" X 1/2"" TW",,,
1692,PVC TAIWAN (TW),"V.SOCK 2"" X 3/4"" TW",,,
1693,PVC TAIWAN (TW),"V.SOCK 2"" X 1"" TW",,,
1694,PVC TAIWAN (TW),"V.SOCK 2"" X 1 1/4"" TW",,,
1695,PVC TAIWAN (TW),"V.SOCK 2"" X 1 1/2"" TW",,,
1696,PVC TAIWAN (TW),"V.SOCK 2 1/2"" X 1"" TW",,,
1697,PVC TAIWAN (TW),"V.SOCK 2 1/2"" X 1 1/2"" TW",,,
1698,PVC TAIWAN (TW),"V.SOCK 2 1/2"" X 2"" TW",,,
1699,PVC TAIWAN (TW),"V.SOCK 3"" X 1"" TW",,,
1700,PVC TAIWAN (TW),"V.SOCK 3"" X 1 1/2"" TW",,,
1701,PVC TAIWAN (TW),"V.SOCK 3"" X 2"" TW",,,
1702,PVC TAIWAN (TW),"V.SOCK 3"" X 2 1/2"" TW",,,
1703,PVC TAIWAN (TW),"V.SOCK 4"" X 1 1/2"" TW",,,
1704,PVC TAIWAN (TW),"V.SOCK 4"" X 2"" TW",,,
1705,PVC TAIWAN (TW),"V.SOCK 4"" X 2 1/2"" TW",,,
1706,PVC TAIWAN (TW),"V.SOCK 4"" X 3"" TW",,,
1707,PVC TAIWAN (TW),"V.SOCK 5"" X 3"" TW",,,
1708,PVC TAIWAN (TW),"V.SOCK 5"" X 4"" TW",,,
1709,PVC TAIWAN (TW),"V.SOCK 6"" X 3"" TW",,,
1710,PVC TAIWAN (TW),"V.SOCK 6"" X 4"" TW",,,
1711,PVC TAIWAN (TW),"V.SOCK 6"" X 5"" TW",,,
1712,PVC TAIWAN (TW),"V.TEE 3/4"" X 1/2"" TW",,,
1713,PVC TAIWAN (TW),"V.TEE 1"" X 1/2"" TW",,,
1714,PVC TAIWAN (TW),"V.TEE 1"" X 3/4"" TW",,,
1715,PVC TAIWAN (TW),"V.TEE 1 1/4"" X 1/2"" TW",,,
